customer_id,retention_action,urgency,recommended_discount,specific_action
CUST_002243,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002244,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002245,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002246,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002247,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002248,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002249,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002250,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002251,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002252,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002253,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002254,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002255,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002256,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002257,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002258,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002259,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002260,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002261,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002262,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002263,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002264,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002265,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002266,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002267,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002268,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002269,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002270,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002271,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002272,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002273,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002274,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002275,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002276,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002277,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002278,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002279,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002280,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002281,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002282,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002283,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002284,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002285,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002286,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002287,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002288,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002289,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002290,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002291,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002292,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002293,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002294,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002295,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002296,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002297,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002298,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002299,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002300,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002301,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002302,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002303,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002304,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002305,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002306,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002307,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002308,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002309,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002310,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002311,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002312,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002313,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002314,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002315,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002316,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002317,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002318,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002319,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002320,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002321,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002322,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002323,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002324,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002325,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002326,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002327,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002328,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002329,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002330,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002331,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002332,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002333,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002334,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002335,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002336,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002337,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002338,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002339,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002340,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002341,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002342,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002343,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002344,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002345,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002346,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002347,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002348,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002349,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002350,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002351,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002352,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002353,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002354,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002355,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002356,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002357,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002358,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002359,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002360,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002361,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002362,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002363,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002364,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002365,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002366,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002367,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002368,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002369,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002370,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002371,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002372,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002373,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002374,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002375,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002376,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002377,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002378,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002379,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002380,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002381,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002382,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002383,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002384,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002385,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002386,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002387,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002388,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002389,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002390,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002391,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002392,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002393,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002394,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002395,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002396,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002397,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002398,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002399,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002400,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002401,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002402,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002403,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002404,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002405,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002406,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002407,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002408,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002409,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_002410,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002411,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002412,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002413,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002414,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002415,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_002416,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002417,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002418,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002419,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_002420,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_002421,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_002422,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program
CUST_002423,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program
CUST_002424,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program
CUST_002425,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program
CUST_002426,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program
CUST_002427,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program
CUST_002428,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program
CUST_002429,Loyalty Rewards Program,Normal,6,Enroll in VIP loyalty rewards program
CUST_002430,Loyalty Rewards Program,Normal,6,Enroll in enterprise loyalty program
CUST_002431,Loyalty Rewards Program,Normal,6,Enroll in enterprise loyalty program
